company_name,date_certified,industry,industry_category,country,state,city,sector,size,website       
Danone Iberia,2022-05-13T00:00:00Z,Food products,Manufactured Goods,Spain,Catalonia,Barcelona,Manufacturing,1000+,corporate.danone.es
SeaBird,2023-02-20T01:48:27.709Z,Other insurance services,Financial & insurance activities,France,Paris,Paris,Service with Minor Environmental Footprint,50-249,www.seabirdconseil.com
MOB,2022-11-01T18:55:01.324Z,Advertising & market research,Professional & technical services,Colombia,Cundinamarca Department,bogota,Service with Minor Environmental Footprint,1-9,www.mob.com.co
Palazzina Creativa Srl Sb,2022-06-28T21:32:15.865Z,Web portals,"Information, communication & technology",Italy,Veneto,Loreggia,Service with Minor Environmental Footprint,10-49,palazzinacreativa.it
Kodama Consultores,2022-05-16T16:48:06.307Z,"Other professional, scientific & tech",Professional & technical services,Chile,Santiago Metropolitan Region,Santiago,Service with Minor Environmental Footprint,0,www.kodamaconsultores.com
Reserva,2022-05-16T11:51:36.733Z,Apparel,Retail,Brazil,Rio de Janeiro,Rio de Janeiro,Wholesale/Retail,1000+,www.usereserva.com
Liveslow,2022-05-16T18:43:53.24Z,Other/general wholesale trade,Wholesale,Argentina,Buenos Aires Province,Vicente Lopez,Wholesale/Retail,1-9,www.liveslow.com.ar
Mokulua High Performance Builder,2021-05-05T22:44:02.353Z,Contracting & building,"Real estate, design & building",United States,Hawaii,Kailua,Service with Significant Environmental Footprint,10-49,www.mokuluahpb.com
"CANELA COMUNICACIONES, S.L.",2022-06-04T10:15:26.954Z,Advertising & market research,Professional & technical services,Spain,BARCELONA,BARCELONA,Service with Minor Environmental Footprint,10-49,www.canelapr.com
Right Thing Media Limited,2022-05-16T22:33:53.663Z,Other info service activities,"Information, communication & technology",United Kingdom,City of Westminster,London,Service with Minor Environmental Footprint,1-9,www.rightthing.media
Brewgooder,2022-05-16T16:24:24.376Z,Food products,Wholesale,United Kingdom,Scotland,Glasgow,Wholesale/Retail,1-9,www.brewgooder.com
Innersense Organic Beauty,2021-01-29T19:41:24.009Z,Personal care products,Wholesale,United States,California,Concord,Wholesale/Retail,10-49,innersensebeauty.com
Grupo Report,2022-10-17T23:42:45.657Z,Management  consultant - for-profits,Professional & technical services,Brazil,São Paulo,São Paulo,Service with Minor Environmental Footprint,50-249,www.gruporeport.com.br
NATURE'S LEGACY EXIMPORT iNC.,2019-12-30T14:29:21.086Z,Other manufacturing,Manufactured Goods,Philippines,Cebu,Compostela,Manufacturing,50-249,www.natureslegacy.com
Gamban Ltd,2022-11-16T16:45:45.529Z,Computer programming services,"Information, communication & technology",United Kingdom,Hampshire,Southampton,Service with Minor Environmental Footprint,10-49,gamban.com
GreenSpark Energy,2023-01-19T09:37:27.887Z,Solar panel installation,Energy,United States,New York,Rochester,Service with Significant Environmental Footprint,50-249,www.greensparksolar.com
Ways Srl SB,2022-11-09T16:56:10.378Z,Other recreation,"Arts, entertainment & recreation",Italy,Province of Verona,Verona,Service with Minor Environmental Footprint,1-9,www.ways.tours
Consciam Limited,2021-11-10T02:35:51.653Z,Environmental consulting,Professional & technical services,United Kingdom,Cornwall,Falmouth,Service with Minor Environmental Footprint,0,www.consciam.com
Triodos Bank N.V.,2022-10-27T19:06:49.048Z,Deposit bank - Developed Markets,Financial & insurance activities,Netherlands The,Utrecht,Zeist,Service with Minor Environmental Footprint,1000+,www.triodos.com
EnTerrenoSocial,2020-06-01T14:10:51.082Z,Management  consultant - for-profits,Professional & technical services,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service with Minor Environmental Footprint,0,www.enterrenosocial.com
TiER1 Performance,2022-11-21T13:58:10.426Z,Management  consultant - for-profits,Professional & technical services,United States,Kentucky,Covington,Service with Minor Environmental Footprint,250-999,www.tier1performance.com
Casebook PBC,2022-08-19T18:09:24.814Z,Software publishing and SaaS platforms,"Information, communication & technology",United States,New York,New York,Service with Minor Environmental Footprint,10-49,www.casebook.net
Fazenda da Toca Orgânicos,2018-09-01T00:00:00Z,Mixed Farming,"Agriculture, forestry & fishing",Brazil,São Paulo,Itirapina,Agriculture/Growers,50-249,www.fazendadatoca.com.br
"Rain Water Solutions, Inc",2019-01-22T00:00:00Z,Rubber & plastics products,Wholesale,United States,North Carolina,Raleigh,Wholesale/Retail,0,www.rainwatersolutions.com
TE Capital Partners,2023-01-03T00:47:33.843Z,Real estate- fee/contract,"Real estate, design & building",Singapore,Central Singapore Community Development Council,Singapore,Service with Minor Environmental Footprint,10-49,www.tecapitalasia.com
APPLE TREE COMMUNICATIONS SL,2022-11-10T10:09:07.536Z,Advertising & market research,Professional & technical services,Spain,Catalonia,Barcelona,Service with Minor Environmental Footprint,50-249,www.appletreecommunications.com
Sonen Capital LLC,2022-05-20T03:00:16.014Z,Investment advising,Financial & insurance activities,United States,California,San Francisco,Service with Minor Environmental Footprint,10-49,sonencapital.com
Arva Flour Mills,2022-06-09T18:56:46.081Z,Agricultural Processing,"Agriculture, forestry & fishing",Canada,Ontario,Arva,Agriculture/Growers,1-9,www.arvaflourmills.com
"CIRCULAR INDUSTRY CO.,LTD.",2022-05-20T11:44:53.529Z,Apparel,Retail,Thailand,Samut Prakan,Prasamut Jadee,Wholesale/Retail,1-9,circular-club.com
Clear Blue Commercial,2022-06-04T08:13:55.229Z,Real estate- fee/contract,"Real estate, design & building",United States,California,WEST SACRAMENTO,Service with Minor Environmental Footprint,1-9,clearbluecommercial.com
Clover Sonoma,2020-01-16T15:38:24.65Z,Food products,Manufactured Goods,United States,California,Petaluma,Manufacturing,50-249,www.cloversonoma.com
Reid's Automotive Recycling Ltd.,2022-11-02T06:37:03.731Z,Motorized vehicles,Wholesale,Canada,British Columbia,Burnaby,Wholesale/Retail,10-49,www.reidsauto.ca
ThinkShout,2021-08-19T13:57:56.698Z,"Other professional, scientific & tech",Professional & technical services,United States,Oregon,Hermiston,Service with Minor Environmental Footprint,10-49,https://thinkshout.com
Lifeblue Inc.,2022-08-31T23:57:28.962Z,Computer programming services,"Information, communication & technology",United States,Texas,Plano,Service with Minor Environmental Footprint,10-49,www.lifeblue.com
Mobil Wood,2021-01-12T23:12:11.138Z,Furniture,Manufactured Goods,France,Bourgogne-Franche-Comté,Saint Bris le Vineux,Manufacturing,50-249,www.mobilwood.com
M-Cultivo,2022-08-31T22:30:45.196Z,Software publishing and SaaS platforms,"Information, communication & technology",United States,Georgia,Atlanta,Service with Minor Environmental Footprint,0,www.mcultivo.com
Thompson Brand Partners,2022-12-07T08:29:28.551Z,"Other professional, scientific & tech",Professional & technical services,United Kingdom,United Kingdom,Leeds,Service with Minor Environmental Footprint,10-49,thisisthompson.com
Blue Apple Beach House,2022-01-10T14:56:59.545Z,Accommodation,Accommodation & food service,Colombia,Bolívar Department,Cartagena,Service with Significant Environmental Footprint,10-49,www.blueapplebeach.com
Isahit SAS,2021-12-01T10:19:10.439Z,"Other professional, scientific & tech",Professional & technical services,France,Ile de France,Saint-Mandé,Service with Minor Environmental Footprint,10-49,isahit.com
Peace Coffee,2022-11-21T21:06:10.818Z,Agricultural Processing,"Agriculture, forestry & fishing",United States,Minnesota,Minneapolis,Agriculture/Growers,10-49,www.peacecoffee.com
Picture Organic Clothing,2019-11-11T13:39:06.219Z,Textiles,Wholesale,France,Auvergne-Rhône-Alpes,Cébazat,Wholesale/Retail,50-249,www.picture-organic-clothing.com
Psicometrix,2023-01-09T19:57:09.014Z,Other education,Education,Chile,Santiago Metropolitan Region,Santiago,Service with Minor Environmental Footprint,1-9,www.psicometrix.cl
GreenSavers,2022-08-15T19:21:08.978Z,"Other professional, scientific & tech",Professional & technical services,United States,Oregon,Bend,Service with Minor Environmental Footprint,10-49,greensavers.com
BR-ND People,2021-07-05T11:20:23.361Z,Management  consultant - for-profits,Professional & technical services,Netherlands The,North Holland,Amsterdam,Service with Minor Environmental Footprint,1-9,www.br-ndpeople.com
Sinewave Energy Solutions Ltd.,2022-11-21T10:06:29.214Z,Other renewable energy installation,Energy,United Kingdom,Wiltshire,Swindon,Service with Significant Environmental Footprint,50-249,sinewave.co.uk
Soluciones Ecológicas,2020-10-05T12:59:15.041Z,Other personal services,Other services,Paraguay,Central Department,Asuncion,Service with Significant Environmental Footprint,1-9,www.solucionesecologicas.com.py
The re-wrap Association,2022-10-27T00:00:00Z,Other retail sale,Retail,United Kingdom,London Borough of Islington,London,Wholesale/Retail,1-9,www.re-wrap.com
OmniCert Umweltgutachter GmbH,2022-11-21T16:24:28.678Z,Accounting & auditing,Professional & technical services,Germany,Bavaria,Bad Abbach,Service with Minor Environmental Footprint,10-49,www.umweltgutachter.de
Service Vending srl Società Benefit,2019-06-12T00:00:00Z,Food products,Retail,Italy,Province of Treviso,Santa Lucia di Piave,Wholesale/Retail,10-49,www.servicevendingdistributoriautomatici.it
Adaptos Ltd t/a Consumer Insight,2022-08-08T15:07:28.108Z,Advertising & market research,Professional & technical services,United Kingdom,Warwickshire,Warwick,Service with Minor Environmental Footprint,10-49,www.consumer-insight.co.uk
Meteo Holdco Limited,2023-01-18T09:45:54.26Z,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Lancashire,Manchester,Service with Minor Environmental Footprint,50-249,www.cts.co
Trico Homes,2020-11-03T18:11:59.638Z,Contracting & building,"Real estate, design & building",Canada,Alberta,Calgary,Service with Significant Environmental Footprint,50-249,www.tricohomes.com/
Visit GoodPlace,2022-10-19T14:11:21.359Z,Travel agency & related,Administrative & support services,Slovenia,Ljubljana City Municipality,Ljubljana,Service with Minor Environmental Footprint,1-9,www.visit-goodplace.com
Gaia Herbs,2022-11-22T16:01:28.767Z,Pharmaceutical products,Manufactured Goods,United States,North Carolina,Brevard,Manufacturing,250-999,www.gaiaherbs.com
Jubel Beer,2022-03-17T00:22:45.396Z,Beverages,Wholesale,United Kingdom,City of London,London,Wholesale/Retail,10-49,jubelbeer.com
Only Natural Pet,2023-02-28T16:59:25.196Z,Other retail sale,Retail,United States,Colorado,Boulder,Wholesale/Retail,50-249,www.onlynaturalpet.com
De-LAB srl SocietÃ Benefit,2020-10-30T08:32:38.913Z,Other business support,Administrative & support services,Italy,Metropolitan City of Milan,Milano,Service with Minor Environmental Footprint,0,www.delab.it
Search Laboratory,2022-11-10T16:15:32.105Z,Advertising & market research,Professional & technical services,United Kingdom,West Yorkshire,Leeds,Service with Minor Environmental Footprint,50-249,www.searchlaboratory.com
IRCA SRL,2019-02-07T00:00:00Z,Materials recovery & recycling,Waste Management & Recycling,Argentina,Córdoba Province,Córdoba,Manufacturing,10-49,www.ircasa.com.ar
Algramo,2021-03-04T19:30:40.625Z,General stores,Retail,Chile,Santiago Metropolitan Region,Santiago,Wholesale/Retail,10-49,www.algramo.com
MäRK,2019-06-17T00:00:00Z,Management  consultant - for-profits,Professional & technical services,Denmark,Capital Region of Denmark,København Ø,Service with Minor Environmental Footprint,0,www.maerkcph.dk
City Light Capital,2019-12-02T20:36:00.692Z,Equity investing - Developed Markets,Financial & insurance activities,United States,New York,New York,Service with Minor Environmental Footprint,1-9,citylight.vc
Stroud Brewery,2022-08-08T12:59:18.99Z,Beverages,Manufactured Goods,United Kingdom,Gloucestershire,Stroud,Manufacturing,10-49,www.stroudbrewery.co.uk
WeKor,2022-11-24T23:42:28.793Z,Employment placement & HR,Administrative & support services,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service with Minor Environmental Footprint,0,www.wekor.com.ar
Bigelow Tea,2022-11-23T22:58:59.379Z,Beverages,Manufactured Goods,United States,Connecticut,Fairfield,Manufacturing,250-999,www.bigelowtea.com
Viridian Energy Co-operative,2020-08-04T16:25:21.443Z,Solar panel installation,Energy,Canada,British Columbia,Duncan,Service with Significant Environmental Footprint,1-9,viridianenergy.ca
"Equator Coffees, LLC",2022-05-23T18:06:25.96Z,Food products,Manufactured Goods,United States,California,San Rafael,Manufacturing,50-249,equatorcoffees.com
Selective Asia,2022-05-23T08:05:37.464Z,Travel agency & related,Administrative & support services,United Kingdom,East Sussex,Brighton,Service with Minor Environmental Footprint,10-49,www.selectiveasia.com
Steensen Varming,2022-05-23T06:22:57.101Z,Architecture design & planning,"Real estate, design & building",Australia,New South Wales,Sydney,Service with Minor Environmental Footprint,50-249,www.steensenvarming.com
recyclivre.com,2022-05-23T21:13:47.259Z,Books or other media,Retail,France,Paris,Paris,Wholesale/Retail,10-49,www.recyclivre.com
Cole Valley Partners,2022-05-23T02:39:59.146Z,Real estate development,"Real estate, design & building",United States,Oregon,Portland,Service with Minor Environmental Footprint,1-9,cvpre.com
B.P. de Silva Jewellers,2022-05-23T04:34:27.066Z,Jewelry & related articles,Retail,Singapore,South West Community Development Council,SINGAPORE,Wholesale/Retail,1-9,WWW.BPDESILVAJEWELLERS.COM
Parisleaf,2022-05-23T06:08:45.421Z,Spec design (non-building),Professional & technical services,United States,Florida,Gainesville,Service with Minor Environmental Footprint,1-9,www.parisleaf.com
Abundance Investment,2022-06-29T05:53:44.81Z,Other financial services,Financial & insurance activities,United Kingdom,London,London,Service with Minor Environmental Footprint,10-49,www.abundanceinvestment.com
"One Better Ventures II, LLC",2022-11-28T14:48:24.7Z,Equity investing - Developed Markets,Financial & insurance activities,United States,North Carolina,Raleigh,Service with Minor Environmental Footprint,1-9,www.1BV.co
Wicked Ideas,2020-07-22T00:59:10.373Z,Social networks & info sharing,"Information, communication & technology",Canada,New Brunswick,Rothesay,Service with Minor Environmental Footprint,0,www.wickedideas.ca
Outfly Innovation Ltd,2022-08-30T08:49:48.648Z,Advertising & market research,Professional & technical services,United Kingdom,United Kingdom,London,Service with Minor Environmental Footprint,10-49,outfly.io
Equipa Group,2022-05-24T12:30:41.989Z,Wood & wood products,Manufactured Goods,Brazil,São Paulo,Vargem Grande Paulista,Manufacturing,50-249,equipagroup.com
HEAPS + STACKS LTD,2022-05-24T12:15:17.136Z,Event catering & related,Accommodation & food service,United Kingdom,England,London,Service with Significant Environmental Footprint,10-49,www.heaps-stacks.com
Playfinder,2022-05-25T01:28:23.651Z,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,London Borough of Camden,London,Service with Minor Environmental Footprint,10-49,www.playfinder.com
TANK Pty Ltd,2022-05-24T11:24:35.974Z,Advertising & market research,Professional & technical services,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,1-9,wearetank.com.au
Motion Energy Holdings Pty Ltd,2022-09-28T02:58:24.752Z,"Other professional, scientific & tech",Professional & technical services,Australia,New South Wales,Sydney,Service with Minor Environmental Footprint,1-9,www.motionenergy.com.au
C.V.L.T coop.agr Zanolari,2022-05-27T14:23:41.345Z,Growing perennial crops,"Agriculture, forestry & fishing",Italy,Sondrio,Bianzone,Agriculture/Growers,1-9,marcelzanolari.com
Freud Communications Limited,2020-01-13T16:12:31.321Z,"Other professional, scientific & tech",Professional & technical services,United Kingdom,London Borough of Camden,London,Service with Minor Environmental Footprint,50-249,www.freuds.com
GlobalPack®,2022-07-14T17:09:24.638Z,Paper & paper products,Manufactured Goods,Mexico,Jalisco,Zapopan,Manufacturing,10-49,www.global-pack.com
Reason One LP,2022-05-27T13:39:00.328Z,Other info service activities,"Information, communication & technology",Canada,Ontario,Toronto,Service with Minor Environmental Footprint,10-49,www.reasononeinc.com
Amicus Solar Cooperative,2022-05-27T13:29:15.911Z,Solar panel installation,Energy,United States,Colorado,Lyons,Service with Significant Environmental Footprint,1-9,amicussolar.com
Costello Medical Consulting Ltd.,2022-05-27T17:15:51.032Z,Other human health,Human health & social work,United Kingdom,Cambridgeshire,Cambridge,Service with Minor Environmental Footprint,250-999,www.costellomedical.com
"Mamava, Inc.",2022-10-25T20:00:32.729Z,Furniture,Manufactured Goods,United States,Vermont,Burlington,Manufacturing,10-49,www.mamava.com
Breathe Architecture,2022-08-24T22:58:16.335Z,Architecture design & planning,"Real estate, design & building",Australia,Victoria,Brunswick,Service with Minor Environmental Footprint,10-49,www.breathe.com.au
N Family Holdings Ltd,2022-11-28T13:34:05.815Z,Pre- & primary education,Education,United Kingdom,London Borough of Hackney,London,Service with Significant Environmental Footprint,250-999,www.nfamilyclub.com
"MyPup, My Pick up Point",2023-03-02T06:37:14.415Z,Postal & courier activities,Transportation & storage,Netherlands The,North Holland,Amsterdam,Service with Significant Environmental Footprint,10-49,www.my-pup.com
Palatine Private Equity,2022-11-28T07:15:43.953Z,Equity investing - Developed Markets,Financial & insurance activities,United Kingdom,Manchester,Manchester,Service with Minor Environmental Footprint,10-49,www.palatinepe.com
E-mov,2021-09-07T22:18:44.098Z,Other transport equipment,Transportation & storage,Chile,Santiago Metropolitan Region,Santiago,Service with Significant Environmental Footprint,1-9,www.e-mov.cl
David Baker Architects,2022-12-04T23:33:11.119Z,Architecture design & planning,"Real estate, design & building",United States,California,San Francisco,Service with Minor Environmental Footprint,50-249,www.dbarchitect.com
GeoCapital,2022-11-28T13:41:25.64Z,Equity investing - Emerging Markets,Financial & insurance activities,Brazil,São Paulo,Sao Paulo,Service with Minor Environmental Footprint,10-49,www.geocapital.com.br
"Indigenous Pact PBC, Inc",2023-02-24T15:49:10.881Z,Health insurance,Financial & insurance activities,United States,Wisconsin,Oneida,Service with Minor Environmental Footprint,10-49,www.indigenouspact.com
Jasper Coffee,2022-06-10T03:34:53.514Z,Food products,Manufactured Goods,Australia,Victoria,Melbourne,Manufacturing,10-49,www.jaspercoffee.com
Movida Aluguel de Carros,2020-01-10T14:43:40.593Z,Rent/lease: motor vehicles,Rental & Repair,Brazil,São Paulo,São Paulo,Service with Significant Environmental Footprint,1000+,www.movida.com.br
The Clarius Group,2019-04-23T00:00:00Z,Investment advising,Financial & insurance activities,United States,Washington,Seattle,Service with Minor Environmental Footprint,10-49,clariusgroup.com
Passion in Events Ltd,2022-06-28T11:49:43.67Z,Other sports,"Arts, entertainment & recreation",United Kingdom,Surrey,23 Oatlands Drive,Service with Minor Environmental Footprint,1-9,www.pieevents.co.uk
Provenance,2023-01-19T16:32:25.973Z,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,London Borough of Islington,London,Service with Minor Environmental Footprint,10-49,www.provenance.org
Smileat S.L,2022-12-07T13:34:47.41Z,Food products,Wholesale,Spain,Madrid,Madrid,Wholesale/Retail,10-49,www.smileatbaby.com/
100% Amazonia,2019-09-24T19:18:13.646Z,Other/general wholesale trade,Wholesale,Brazil,Pará,Belém,Wholesale/Retail,10-49,www.100amazonia.com
La Laiterie du Berger,2020-06-19T12:30:19.723Z,Agicultural support/post-harvest,"Agriculture, forestry & fishing",Senegal,Dakar,OUAKAM,Manufacturing,250-999,https://dolima.sn/
17 Sport,2022-02-11T03:23:44.466Z,Management  consultant - for-profits,Professional & technical services,France,Paris,Paris,Service with Minor Environmental Footprint,10-49,www.17-sport.com
Curio Spice Co.,2019-10-14T17:17:27.588Z,Food products,Manufactured Goods,United States,Massachusetts,Cambridge,Manufacturing,1-9,www.curiospice.com
"PAPER & PAGE (Thailand) Co., Ltd.",2022-03-29T13:02:46.796Z,Advertising & market research,Professional & technical services,Thailand,Bangkok,Ratchathewi,Service with Minor Environmental Footprint,1-9,www.paperandpage.com
Econic,2022-06-06T13:31:14.643Z,Management  consultant - for-profits,Professional & technical services,United States,Nebraska,Lincoln,Service with Minor Environmental Footprint,10-49,www.econic.co
Accept & Proceed,2020-07-31T16:33:55.069Z,Other personal services,Other services,United Kingdom,London Borough of Hackney,London,Service with Minor Environmental Footprint,10-49,www.acceptandproceed.com
Firelands Scientific,2020-08-03T14:50:39.436Z,Pharmaceutical products,Manufactured Goods,United States,Ohio,Huron,Manufacturing,50-249,www.firelandsscientific.com
Circ,2023-03-25T07:39:16.445Z,Materials recovery & recycling,Waste Management & Recycling,United States,Virginia,Danville,Manufacturing,10-49,www.circ.earth
House of Hackney,2020-11-10T22:37:58.503Z,Furniture,Wholesale,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,10-49,houseofhackney.com
The Sourcing Team Ltd,2020-06-15T16:45:29.741Z,Other/general wholesale trade,Wholesale,United Kingdom,Surrey,Wallington,Wholesale/Retail,1-9,www.sourcing.co.uk
AWWA,2022-06-10T05:23:00.31Z,Apparel,Retail,New Zealand,Marlborough Region,Blenheim,Wholesale/Retail,1-9,https://awwaperiodcare.com/
GoodBuy GmbH,2022-11-22T22:10:46.058Z,General retail via Internet,Retail,Germany,Berlin,Berlin,Wholesale/Retail,1-9,www.goodbuy.eu
POST- architecture pty ltd (t/a NIC BRUNSDON),2022-06-10T12:37:35.073Z,Architecture design & planning,"Real estate, design & building",Australia,Western Australia,Perth,Service with Minor Environmental Footprint,1-9,www.nicbrunsdon.com
Figure 8 Investment Strategies LLC,2020-01-09T19:03:29.713Z,Investment advising,Financial & insurance activities,United States,Idaho,Boise,Service with Minor Environmental Footprint,1-9,figure8investing.com
Wild Clean,2022-06-10T05:29:16.302Z,Cleaning products,Retail,New Zealand,Wellington Region,Wellington,Wholesale/Retail,1-9,www.wildclean.com
GENASHTIM SDN. BHD.,2020-04-01T02:46:17.504Z,Education & training services,Education,Malaysia,Selangor,SUBANG JAYA,Service with Minor Environmental Footprint,10-49,genashtim.com/
LUXTRA,2020-04-30T21:45:39.041Z,Leather & related products,Retail,United Kingdom,City of London,London,Wholesale/Retail,0,www.luxtralondon.com
Anglia Print,2020-05-19T19:45:58.971Z,Printing & recorded media,Manufactured Goods,United Kingdom,Suffolk,Beccles,Manufacturing,1-9,www.angliaprint.co.uk
Activas,2022-11-18T02:46:22.641Z,Other transport equipment,Transportation & storage,Brazil,São Paulo,São Bernardo do Campo,Service with Significant Environmental Footprint,50-249,activas.com.br
SureCall Contact Centers Ltd,2022-11-29T18:46:49.188Z,Telecommunications,"Information, communication & technology",Canada,Alberta,Calgary,Service with Minor Environmental Footprint,50-249,www.surecallcc.com
"Paradox Consulting Partners, LLC",2019-05-30T00:00:00Z,Management  consultant - for-profits,Professional & technical services,United States,North Carolina,Cary,Service with Minor Environmental Footprint,0,www.paradoxcp.com
AG Sustentable,2020-07-22T18:41:53.804Z,"Other professional, scientific & tech",Professional & technical services,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service with Minor Environmental Footprint,1-9,www.agsustentable.com
Bellroy,2022-04-08T00:59:05.357Z,Leather & related products,Retail,Australia,Victoria,Melbourne,Wholesale/Retail,50-249,www.bellroy.com
Holland Harvey Architects,2023-01-30T23:37:44.242Z,Architecture design & planning,"Real estate, design & building",United Kingdom,London Borough of Tower Hamlets,LONDON,Service with Minor Environmental Footprint,10-49,hollandharvey.com
Stickbulb,2022-05-31T23:40:27.056Z,Wood & wood products,Manufactured Goods,United States,New York,Long Island City,Manufacturing,10-49,stickbulb.com
Framyx Srl SB,2022-06-01T07:30:22.146Z,Environmental consulting,Professional & technical services,Italy,Veneto,Solagna,Service with Minor Environmental Footprint,10-49,framyx.com
Ticket Tailor,2022-05-31T12:28:55.071Z,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,City of London,London,Service with Minor Environmental Footprint,10-49,www.tickettailor.com
Bureo Inc,2022-10-19T11:34:34.462Z,Materials recovery & recycling,Waste Management & Recycling,United States,California,Oxnard,Manufacturing,10-49,bureo.co
Gamma Gurus Pty Ltd,2022-11-29T13:55:54.804Z,Medical & dental supplies,Retail,Australia,New South Wales,Matraville,Wholesale/Retail,10-49,www.gammagurus.com
"Assurity Group, Inc.",2022-10-24T18:12:11.746Z,Life insurance,Financial & insurance activities,United States,Nebraska,Lincoln,Service with Minor Environmental Footprint,250-999,www.assurity.com
Anne Mulaire,2022-11-30T09:26:50.691Z,Apparel,Manufactured Goods,Canada,Manitoba,Winnipeg,Manufacturing,10-49,www.annemulaire.ca
"Quantified Ventures, LLC",2019-12-19T19:46:38.022Z,Other financial services,Financial & insurance activities,United States,Maryland,Chevy Chase,Service with Minor Environmental Footprint,10-49,quantifiedventures.com
C and L LLC dba Conscious Coffees,2022-05-30T01:51:21.12Z,Agicultural support/post-harvest,"Agriculture, forestry & fishing",United States,Colorado,Boulder,Agriculture/Growers,1-9,consciouscoffees.com
wilderoben,2022-05-29T15:24:48.323Z,Sports goods,Retail,Slovakia,Bratislava Region,Bratislava,Wholesale/Retail,1-9,wilderoben.com/en/for-our-forests
Textil del Valle,2020-11-13T14:52:15.396Z,Apparel,Manufactured Goods,Peru,Chincha,Chincha,Manufacturing,1000+,www.textildelvalle.pe
Up Your Elvis LLP,2022-08-11T10:18:01.822Z,Other education,Education,United Kingdom,Dorset,Lyme Regis,Service with Significant Environmental Footprint,1-9,https://www.uppingyourelvis.com/
Vegetarian Express Ltd,2019-01-10T00:00:00Z,Food products,Wholesale,United Kingdom,Hertfordshire,Hertfordshire,Wholesale/Retail,50-249,vegexp.co.uk
Reos Partners Europe,2022-06-01T12:32:12.834Z,Management  consultant - for-profits,Professional & technical services,Switzerland,Canton of Geneva,Geneva,Service with Minor Environmental Footprint,1-9,www.reospartners.com
Breyer Group PLC,2021-09-03T09:47:36.62Z,Contracting & building,"Real estate, design & building",United Kingdom,London,Romford,Service with Significant Environmental Footprint,250-999,www.breyergroup.co.uk
BankVic,2020-12-16T01:16:18.452Z,Deposit bank - Developed Markets,Financial & insurance activities,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,50-249,bankvic.com.au
Carlotas,2023-03-24T23:19:21.384Z,Other education,Education,Brazil,São Paulo,São Paulo,Service with Minor Environmental Footprint,10-49,carlotas.com.br
id est avocats Sàrl,2022-06-01T07:29:54.459Z,Legal activities,Professional & technical services,Switzerland,Canton of Vaud,Lausanne,Service with Minor Environmental Footprint,10-49,www.idest.pro
Verdecon,2020-03-25T01:24:05.335Z,Contracting & building,"Real estate, design & building",Australia,New South Wales,Rose Bay & Byron Bay,Service with Minor Environmental Footprint,1-9,www.verdecon.com.au
respektive1 GmbH,2022-06-01T11:38:12.896Z,Advertising & market research,Professional & technical services,Germany,Hesse,Frankfurt,Service with Minor Environmental Footprint,1-9,https://www.respektive1.de
Fully,2022-11-10T22:48:32.836Z,Furniture,Retail,United States,Oregon,Portland,Wholesale/Retail,50-249,www.fully.com
Wrappr,2022-09-28T02:56:32.981Z,Advertising & market research,Professional & technical services,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,1-9,wrappr.com.au
Guardian PetFood Company,2022-05-31T22:45:08.487Z,Food products,Wholesale,United States,Massachusetts,Needham,Wholesale/Retail,1-9,www.NOBLFoods.com
"Lactalis US Yogurt, Inc. d/b/a Stonyfield Farm, Inc.",2022-05-31T21:10:03.34Z,Food products,Manufactured Goods,United States,New Hampshire,Londonderry,Manufacturing,250-999,www.stonyfield.com
Heather Paulsen Consulting,2022-06-01T18:28:13.183Z,Management consultant - for-profits,Professional & technical services,United States,California,Fort Bragg,Service with Minor Environmental Footprint,0,hpaulsenconsulting.com
Inbed Store Pty Ltd,2022-05-31T12:02:51.23Z,Textiles,Retail,Australia,New South Wales,Sydney,Wholesale/Retail,1-9,inbedstore.com
Meu Copo Eco,2022-05-31T12:28:12.668Z,Rubber & plastics products,Wholesale,Brazil,Santa Catarina,Florianópolis,Wholesale/Retail,10-49,www.meucopoeco.com.br
The GFB,2022-12-21T17:25:19.851Z,Food products,Manufactured Goods,United States,Michigan,Grand Rapids,Manufacturing,10-49,https://theglutenfreebar.com/
Pic's Peanut Butter,2022-06-02T01:38:10.431Z,Food products,Manufactured Goods,New Zealand,Nelson Region,Stoke,Manufacturing,10-49,www.picspeanutbutter.com
Vista Global Coaching & Consulting LLC,2022-06-01T15:02:25.598Z,Management consultant - nonprofits,Professional & technical services,United States,Wisconsin,Madison,Service with Minor Environmental Footprint,0,vistaglobalcc.com
Aarstiderne A/S,2022-05-31T18:09:09.36Z,Food products,Retail,Denmark,Central Denmark Region,Barrit,Wholesale/Retail,250-999,www.aarstiderne.com
